Customer ID,Age,Gender,Location,Purchase Amount,Product Category,Payment Method,Frequency of Purchase,Subscription Status,Review Rating,Previous Purchases,Purchase_Amount_Outlier_Flag
CUST10111,56.0,Female,San Diego,15.33,Clothing,Debit Card,Weekly,No,3.4,6.0,False
CUST10328,56.0,Female,Houston,81.66,Toys,Bank Transfer,Quarterly,No,2.3,7.0,False
CUST10173,38.0,Female,Phoenix,47.2,Accessories,Debit Card,Weekly,No,3.3,7.0,False
CUST10411,52.0,Male,Boston,135.51,Toys,Cash,Monthly,Yes,4.9,10.0,False
CUST10537,56.0,Male,Miami,76.07499999999999,Sports,Cash,Annually,Yes,4.9,6.0,False
CUST10453,38.0,Female,Chicago,38.87,Toys,Credit Card,Bi-Weekly,No,3.0,9.0,False
CUST10064,37.0,Female,Miami,51.14,Toys,Bank Transfer,Annually,No,1.3,10.0,False
CUST10165,41.0,Male,Chicago,113.95,Groceries,Cash,Annually,No,4.5,13.0,False
CUST10078,41.0,Female,New York,131.52,Groceries,PayPal,Quarterly,Yes,1.1,10.0,False
CUST10338,17.0,Female,San Antonio,160.97,Toys,Credit Card,Quarterly,No,5.0,7.0,False
CUST10590,49.0,Female,San Antonio,66.77,Toys,Debit Card,Quarterly,No,3.5,9.0,False
CUST10415,35.0,Female,Seattle,154.23,Groceries,Bank Transfer,Quarterly,Yes,3.2,5.0,False
CUST10474,27.0,Female,Miami,131.51,Groceries,Cash,Weekly,No,3.9,9.0,False
CUST10025,34.0,Male,San Antonio,218.94,Beauty,Credit Card,Bi-Weekly,Yes,3.0,6.0,False
CUST10591,24.0,Female,San Antonio,117.83,Home & Kitchen,Bank Transfer,Monthly,Yes,4.1,9.0,False
CUST10306,41.0,Female,Seattle,115.54,Beauty,Cash,Quarterly,No,1.5,8.0,False
CUST10108,38.0,Female,Phoenix,99.71,Books,Bank Transfer,Quarterly,No,4.0,11.0,False
CUST10074,17.0,Male,Boston,57.02,Clothing,PayPal,Monthly,Yes,4.2,8.0,False
CUST10230,55.0,Male,Boston,42.2,Groceries,Bank Transfer,Bi-Weekly,No,2.0,11.0,False
CUST10107,40.0,Male,Dallas,101.41,Footwear,Credit Card,Quarterly,Yes,1.9,8.0,False
CUST10400,47.0,Female,Houston,185.06,Accessories,Credit Card,Bi-Weekly,Yes,3.7,5.0,False
CUST10413,37.0,Female,Houston,88.32,Books,Bank Transfer,Bi-Weekly,No,2.4,7.0,False
CUST10594,56.0,Male,Los Angeles,81.7,Books,PayPal,Quarterly,No,3.6,6.0,False
CUST10428,48.0,Male,Atlanta,49.53,Home & Kitchen,Credit Card,Weekly,No,1.4,8.0,False
CUST10479,29.0,Male,San Diego,111.83,Footwear,Cash,Monthly,No,3.0,6.0,False
CUST10525,46.0,Male,Atlanta,115.14,Beauty,Cash,Quarterly,No,3.0,8.0,False
CUST10531,44.0,Female,Houston,55.34,Accessories,Debit Card,Weekly,Yes,1.1,12.0,False
CUST10194,39.0,Female,Miami,86.46,Groceries,Cash,Bi-Weekly,No,1.4,8.0,False
CUST10223,31.0,Female,Boston,77.54,Footwear,Credit Card,Quarterly,No,4.9,8.0,False
CUST10404,16.0,Male,San Diego,37.75,Electronics,Credit Card,Weekly,Yes,4.1,11.0,False
CUST10346,50.0,Male,Seattle,139.63,Groceries,Credit Card,Monthly,No,1.6,5.0,False
CUST10524,34.0,Female,Houston,23.13,Groceries,Debit Card,Monthly,No,1.1,10.0,False
CUST10289,45.0,Male,Seattle,71.07,Electronics,Credit Card,Quarterly,No,2.4,10.0,False
CUST10228,34.0,Female,Seattle,39.45,Accessories,Credit Card,Weekly,No,5.0,4.0,False
CUST10233,56.0,Female,Seattle,77.15,Electronics,Cash,Monthly,No,3.0,7.0,False
CUST10175,23.0,Male,Los Angeles,65.29,Toys,Bank Transfer,Weekly,No,2.4,5.0,False
CUST10482,47.0,Female,San Diego,93.87,Sports,Debit Card,Bi-Weekly,Yes,3.4,8.0,False
CUST10080,16.0,Male,San Diego,29.09,Sports,Debit Card,Quarterly,No,1.9,10.0,False
CUST10555,55.0,Male,Los Angeles,210.65,Sports,PayPal,Weekly,No,3.6,4.0,False
CUST10455,29.0,Female,Boston,99.32,Sports,Bank Transfer,Annually,No,1.6,7.0,False
CUST10443,38.0,Female,Austin,232.24,Books,Cash,Quarterly,Yes,2.9,8.0,True
CUST10405,43.0,Male,Chicago,187.64,Toys,Debit Card,Annually,No,2.9,8.0,False
CUST10407,51.0,Male,Los Angeles,101.18,Beauty,Debit Card,Quarterly,No,3.6,5.0,False
CUST10066,39.0,Male,Atlanta,69.31,Footwear,Bank Transfer,Weekly,No,3.6,8.0,False
CUST10240,65.0,Female,Philadelphia,37.45,Sports,PayPal,Weekly,No,1.6,7.0,False
CUST10498,41.0,Male,Houston,3120.82,Home & Kitchen,PayPal,Monthly,Yes,1.7,10.0,True
CUST10352,41.0,Female,Miami,35.87,Books,Debit Card,Quarterly,Yes,2.6,4.0,False
CUST10050,33.0,Male,Atlanta,56.46,Sports,Debit Card,Quarterly,Yes,1.7,10.0,False
CUST10125,38.0,Female,Denver,106.53,Toys,Debit Card,Bi-Weekly,No,2.7,8.0,False
CUST10126,29.0,Female,Phoenix,72.65,Groceries,PayPal,Weekly,No,1.2,6.0,False
CUST10536,16.0,Female,Austin,109.77,Electronics,Debit Card,Quarterly,Yes,1.2,9.0,False
CUST10421,35.0,Female,Atlanta,97.11,Beauty,Cash,Quarterly,No,1.4,10.0,False
CUST10500,30.0,Male,Seattle,51.29,Beauty,Cash,Quarterly,Yes,2.3,6.0,False
CUST10181,32.0,Female,Boston,27.27,Books,Cash,Annually,No,2.9,11.0,False
CUST10331,58.0,Female,Dallas,36.17,Electronics,Bank Transfer,Monthly,No,1.6,12.0,False
CUST10562,38.0,Female,Boston,127.66,Electronics,Credit Card,Quarterly,No,2.8,14.0,False
CUST10186,16.0,Female,Chicago,18.99,Clothing,PayPal,Bi-Weekly,No,2.4,7.0,False
CUST10058,50.0,Female,Dallas,137.86,Home & Kitchen,Credit Card,Bi-Weekly,No,3.8,9.0,False
CUST10573,26.0,Male,Miami,144.9,Books,Cash,Weekly,No,1.6,8.0,False
CUST10265,37.0,Male,Seattle,226.44,Groceries,Bank Transfer,Annually,No,3.0,7.0,True
CUST10185,31.0,Female,San Antonio,129.08,Electronics,PayPal,Weekly,Yes,4.0,11.0,False
CUST10109,23.0,Female,Philadelphia,23.21,Sports,Bank Transfer,Quarterly,No,3.8,5.0,False
CUST10329,44.0,Female,Seattle,38.36,Footwear,Credit Card,Weekly,No,5.0,9.0,False
CUST10251,44.0,Male,Austin,121.89,Toys,Cash,Monthly,Yes,5.0,4.0,False
CUST10188,34.0,Female,Boston,113.37,Books,Debit Card,Weekly,Yes,1.9,11.0,False
CUST10505,16.0,Female,Los Angeles,88.86,Accessories,Debit Card,Quarterly,No,4.6,8.0,False
CUST10282,65.0,Female,Denver,82.7,Groceries,Cash,Monthly,Yes,1.9,11.0,False
CUST10489,24.0,Female,Chicago,63.35,Clothing,PayPal,Annually,Yes,3.1,10.0,False
CUST10497,52.0,Male,Dallas,87.19,Electronics,Bank Transfer,Quarterly,No,5.0,7.0,False
CUST10547,26.0,Male,San Antonio,112.98,Clothing,Credit Card,Quarterly,No,2.6,7.0,False
CUST10167,35.0,Male,Dallas,11.4,Electronics,PayPal,Quarterly,Yes,3.4,3.0,False
CUST10486,45.0,Female,Atlanta,53.46,Footwear,Debit Card,Weekly,No,1.5,10.0,False
CUST10250,46.0,Male,Seattle,59.95,Books,Debit Card,Monthly,No,1.2,12.0,False
CUST10092,17.0,Male,New York,108.8,Toys,Cash,Annually,No,2.2,3.0,False
CUST10162,31.0,Male,Austin,125.55,Toys,Bank Transfer,Quarterly,No,1.5,4.0,False
CUST10131,26.0,Female,Los Angeles,8.62,Electronics,Debit Card,Quarterly,No,4.6,9.0,False
CUST10063,27.0,Male,San Antonio,67.67,Accessories,Credit Card,Quarterly,No,3.0,6.0,False
CUST10190,31.0,Male,Phoenix,83.96,Toys,Credit Card,Monthly,Yes,2.3,0.0,False
CUST10200,50.0,Female,San Diego,43.66,Accessories,Cash,Quarterly,No,2.4,2.0,False
CUST10392,52.0,Female,New York,20.39,Beauty,Bank Transfer,Bi-Weekly,No,4.8,8.0,False
CUST10549,42.0,Female,Seattle,37.93,Sports,PayPal,Bi-Weekly,No,3.8,10.0,False
CUST10484,28.0,Female,Boston,76.07499999999999,Footwear,Debit Card,Annually,No,3.3,7.0,False
CUST10353,54.0,Male,San Antonio,33.17,Electronics,Debit Card,Annually,Yes,1.3,9.0,False
CUST10056,40.0,Male,Austin,109.08,Electronics,Cash,Annually,Yes,1.6,9.0,False
CUST10032,16.0,Female,Atlanta,208.5,Accessories,Debit Card,Annually,Yes,3.0,5.0,False
CUST10398,28.0,Female,Seattle,28.04,Accessories,Debit Card,Monthly,No,4.9,7.0,False
CUST10371,61.0,Female,Boston,78.4,Toys,PayPal,Bi-Weekly,No,1.2,7.0,False
CUST10332,59.0,Male,Dallas,300.23,Home & Kitchen,Cash,Bi-Weekly,Yes,1.8,7.0,True
CUST10149,49.0,Female,Los Angeles,37.65,Accessories,Bank Transfer,Bi-Weekly,No,2.0,8.0,False
CUST10016,40.0,Male,Philadelphia,28.83,Footwear,Bank Transfer,Weekly,No,3.6,9.0,False
CUST10273,30.0,Female,Atlanta,185.48,Clothing,Bank Transfer,Quarterly,No,2.4,11.0,False
CUST10005,24.0,Male,Los Angeles,20.02,Sports,PayPal,Annually,Yes,4.3,8.0,False
CUST10210,29.0,Male,Atlanta,124.29,Electronics,Credit Card,Quarterly,No,2.4,6.0,False
CUST10446,41.0,Male,Miami,141.7,Footwear,Credit Card,Monthly,No,2.7,11.0,False
CUST10159,22.0,Male,Dallas,154.95,Beauty,Credit Card,Weekly,No,3.0,9.0,False
CUST10597,16.0,Male,San Diego,64.35,Footwear,Debit Card,Quarterly,No,3.3,11.0,False
CUST10018,24.0,Male,Denver,103.5,Groceries,Credit Card,Bi-Weekly,Yes,4.8,9.0,False
CUST10319,42.0,Male,Dallas,100.58,Footwear,Bank Transfer,Monthly,No,4.7,8.0,False
CUST10027,46.0,Female,Seattle,82.52,Sports,Credit Card,Bi-Weekly,Yes,2.6,9.0,False
CUST10213,43.0,Female,Atlanta,98.63,Clothing,Credit Card,Bi-Weekly,Yes,3.8,7.0,False
CUST10157,27.0,Male,Seattle,110.9,Clothing,Credit Card,Monthly,No,4.3,10.0,False
CUST10012,27.0,Male,San Diego,76.07499999999999,Electronics,Credit Card,Bi-Weekly,No,3.5,5.0,False
CUST10578,38.0,Female,Los Angeles,37.69,Footwear,PayPal,Monthly,Yes,3.0,13.0,False
CUST10584,31.0,Male,Seattle,108.54,Beauty,PayPal,Quarterly,No,2.3,11.0,False
CUST10334,48.0,Female,Seattle,15.05,Toys,Debit Card,Bi-Weekly,No,1.1,8.0,False
CUST10041,51.0,Male,Dallas,84.72,Clothing,PayPal,Quarterly,Yes,1.5,5.0,False
CUST10130,39.0,Female,Atlanta,35.94,Books,Cash,Bi-Weekly,Yes,4.4,6.0,False
CUST10008,19.0,Male,San Diego,143.22,Toys,PayPal,Monthly,No,4.6,6.0,False
CUST10292,35.0,Male,Atlanta,104.06,Sports,Bank Transfer,Weekly,Yes,2.7,4.0,False
CUST10224,28.0,Female,Los Angeles,16.73,Toys,Bank Transfer,Bi-Weekly,Yes,3.6,6.0,False
CUST10471,66.0,Male,Atlanta,45.67,Accessories,Credit Card,Bi-Weekly,No,4.0,9.0,False
CUST10084,31.0,Male,Denver,87.96,Groceries,PayPal,Weekly,No,3.0,18.0,False
CUST10089,52.0,Female,Dallas,165.37,Toys,Bank Transfer,Annually,Yes,4.8,10.0,False
CUST10158,48.0,Female,Philadelphia,107.63,Electronics,Credit Card,Quarterly,Yes,2.0,11.0,False
CUST10030,38.0,Male,Austin,134.62,Sports,Credit Card,Weekly,Yes,2.3,4.0,False
CUST10387,16.0,Female,Seattle,52.28,Sports,Debit Card,Quarterly,No,3.8,7.0,False
CUST10401,36.0,Male,Philadelphia,156.4,Footwear,Credit Card,Quarterly,Yes,1.5,6.0,False
CUST10022,58.0,Male,Los Angeles,82.65,Clothing,PayPal,Annually,Yes,3.5,7.0,False
CUST10459,24.0,Male,Houston,75.33,Accessories,Debit Card,Annually,No,2.4,8.0,False
CUST10439,50.0,Female,Denver,106.35,Clothing,Bank Transfer,Annually,No,1.6,10.0,False
CUST10204,27.0,Female,Austin,242.46,Footwear,Bank Transfer,Quarterly,Yes,4.8,8.0,True
CUST10151,24.0,Male,Atlanta,2.94,Books,Credit Card,Monthly,No,4.8,10.0,False
CUST10000,44.0,Male,Denver,68.93,Books,Debit Card,Bi-Weekly,No,3.4,6.0,False
CUST10577,27.0,Female,Seattle,39.24,Footwear,Debit Card,Quarterly,No,3.0,7.0,False
CUST10374,44.0,Male,Austin,60.5,Clothing,Cash,Bi-Weekly,Yes,3.2,9.0,False
CUST10475,39.0,Male,San Antonio,56.02,Clothing,Bank Transfer,Weekly,No,4.9,9.0,False
CUST10521,37.0,Female,Philadelphia,55.82,Toys,Debit Card,Bi-Weekly,No,1.6,6.0,False
CUST10264,32.0,Male,Los Angeles,201.72,Footwear,Bank Transfer,Annually,Yes,2.9,8.0,False
CUST10350,38.0,Male,Chicago,33.83,Electronics,Bank Transfer,Quarterly,No,2.5,6.0,False
CUST10176,16.0,Male,Boston,41.43,Groceries,Debit Card,Bi-Weekly,Yes,3.4,7.0,False
CUST10542,45.0,Male,New York,373.64,Toys,Debit Card,Quarterly,No,4.0,12.0,True
CUST10438,27.0,Female,Seattle,36.66,Footwear,Credit Card,Monthly,Yes,1.9,5.0,False
CUST10122,24.0,Female,Austin,38.61,Clothing,Bank Transfer,Quarterly,No,1.4,13.0,False
CUST10437,21.0,Female,Seattle,120.11,Books,Debit Card,Annually,No,4.1,10.0,False
CUST10312,67.0,Female,San Antonio,41.56,Sports,Bank Transfer,Quarterly,No,2.9,6.0,False
CUST10504,38.0,Male,New York,25.86,Groceries,PayPal,Weekly,Yes,1.3,7.0,False
CUST10083,33.0,Male,Denver,110.06,Home & Kitchen,PayPal,Annually,No,4.6,10.0,False
CUST10091,40.0,Male,Seattle,118.54,Home & Kitchen,PayPal,Bi-Weekly,Yes,2.9,6.0,False
CUST10260,35.0,Female,New York,72.7,Sports,Cash,Monthly,No,4.2,5.0,False
CUST10358,48.0,Female,Austin,69.13,Electronics,PayPal,Bi-Weekly,Yes,1.7,9.0,False
CUST10207,25.0,Male,Chicago,127.2,Groceries,Credit Card,Monthly,No,3.7,5.0,False
CUST10234,16.0,Female,Seattle,124.28,Accessories,Bank Transfer,Weekly,No,3.7,6.0,False
CUST10253,30.0,Female,Phoenix,97.56,Accessories,Bank Transfer,Monthly,No,3.5,14.0,False
CUST10256,52.0,Female,Denver,187.39,Sports,Cash,Bi-Weekly,No,4.2,10.0,False
CUST10254,52.0,Male,San Diego,149.28,Books,Debit Card,Annually,No,3.4,7.0,False
CUST10515,21.0,Female,Seattle,47.78,Beauty,Bank Transfer,Monthly,No,1.6,4.0,False
CUST10163,16.0,Male,Boston,61.57,Footwear,Credit Card,Weekly,No,2.2,9.0,False
CUST10219,18.0,Male,San Diego,58.89,Toys,Cash,Bi-Weekly,Yes,4.3,9.0,False
CUST10320,16.0,Male,Seattle,67.17,Footwear,Debit Card,Quarterly,Yes,2.5,6.0,False
CUST10318,39.0,Female,Los Angeles,156.18,Books,Credit Card,Weekly,No,2.9,10.0,False
CUST10487,39.0,Female,Austin,172.19,Toys,Bank Transfer,Quarterly,No,1.5,7.0,False
CUST10424,35.0,Male,Miami,83.18,Books,PayPal,Quarterly,No,4.6,11.0,False
CUST10441,39.0,Male,Los Angeles,29.91,Groceries,Debit Card,Annually,No,3.6,3.0,False
CUST10295,48.0,Male,San Antonio,116.36,Home & Kitchen,Credit Card,Annually,No,3.0,8.0,False
CUST10523,51.0,Male,Chicago,50.76,Footwear,Bank Transfer,Bi-Weekly,No,4.7,6.0,False
CUST10290,43.0,Female,Seattle,101.05,Clothing,Debit Card,Quarterly,No,2.2,7.0,False
CUST10406,25.0,Female,Austin,50.46,Groceries,Credit Card,Bi-Weekly,No,2.3,10.0,False
CUST10499,25.0,Female,Miami,17.6,Clothing,Credit Card,Quarterly,Yes,2.8,11.0,False
CUST10276,31.0,Male,Houston,32.24,Beauty,PayPal,Bi-Weekly,No,2.8,11.0,False
CUST10103,46.0,Female,Houston,24.35,Books,Bank Transfer,Monthly,No,1.7,9.0,False
CUST10235,42.0,Female,Miami,143.73,Home & Kitchen,Credit Card,Weekly,Yes,2.2,11.0,False
CUST10571,47.0,Female,Chicago,69.7,Toys,Cash,Annually,No,3.0,1.0,False
CUST10372,47.0,Female,New York,95.19,Footwear,PayPal,Weekly,No,4.7,10.0,False
CUST10146,23.0,Female,Philadelphia,73.2,Books,PayPal,Quarterly,Yes,3.9,10.0,False
CUST10119,30.0,Female,Atlanta,66.11,Groceries,PayPal,Weekly,No,1.3,13.0,False
CUST10263,16.0,Female,Seattle,14.26,Toys,Cash,Quarterly,Yes,1.2,13.0,False
CUST10035,54.0,Male,Houston,122.88,Sports,PayPal,Monthly,No,4.8,5.0,False
CUST10182,36.0,Male,Chicago,30.04,Books,Credit Card,Monthly,No,2.9,12.0,False
CUST10245,29.0,Male,Atlanta,114.59,Footwear,Cash,Quarterly,No,1.0,11.0,False
CUST10308,28.0,Female,Denver,62.17,Groceries,Bank Transfer,Monthly,No,1.7,13.0,False
CUST10364,37.0,Male,Denver,63.84,Sports,Credit Card,Weekly,Yes,4.0,8.0,False
CUST10495,18.0,Female,Denver,76.07499999999999,Footwear,Credit Card,Monthly,No,4.1,6.0,False
CUST10287,27.0,Male,Atlanta,29.29,Electronics,Bank Transfer,Bi-Weekly,Yes,3.2,14.0,False
CUST10279,60.0,Female,Boston,128.75,Groceries,PayPal,Monthly,Yes,4.3,7.0,False
CUST10402,25.0,Male,Philadelphia,41.89,Books,Credit Card,Weekly,No,2.6,8.0,False
CUST10071,59.0,Male,Houston,188.93,Groceries,PayPal,Bi-Weekly,No,1.7,7.0,False
CUST10096,56.0,Male,Denver,134.14,Books,Cash,Annually,No,4.7,8.0,False
CUST10391,68.0,Male,Miami,44.6,Toys,PayPal,Bi-Weekly,Yes,1.1,7.0,False
CUST10469,30.0,Male,Phoenix,76.97,Beauty,Credit Card,Annually,No,4.7,9.0,False
CUST10274,39.0,Female,Phoenix,36.26,Home & Kitchen,PayPal,Quarterly,No,1.0,8.0,False
CUST10461,59.0,Female,New York,92.67,Clothing,Credit Card,Annually,No,3.4,6.0,False
CUST10496,18.0,Female,Boston,65.03,Accessories,Bank Transfer,Weekly,No,2.4,3.0,False
CUST10266,59.0,Male,Seattle,48.63,Footwear,PayPal,Weekly,Yes,2.1,9.0,False
CUST10284,26.0,Male,San Antonio,86.07,Footwear,Debit Card,Bi-Weekly,Yes,1.1,8.0,False
CUST10412,52.0,Female,Philadelphia,54.67,Toys,PayPal,Quarterly,Yes,1.1,7.0,False
CUST10565,45.0,Female,New York,119.89,Sports,PayPal,Bi-Weekly,No,3.9,8.0,False
CUST10196,54.0,Female,San Diego,125.69,Books,Credit Card,Monthly,No,3.6,6.0,False
CUST10420,21.0,Female,San Antonio,116.23,Footwear,Debit Card,Weekly,No,3.7,10.0,False
CUST10053,30.0,Female,Houston,122.13,Toys,Bank Transfer,Monthly,No,4.0,11.0,False
CUST10272,35.0,Female,Phoenix,41.13,Toys,Debit Card,Bi-Weekly,No,4.2,9.0,False
CUST10595,32.0,Male,New York,212.28,Groceries,Debit Card,Quarterly,Yes,3.8,4.0,False
CUST10003,30.0,Male,Philadelphia,135.87,Books,Debit Card,Monthly,Yes,3.7,5.0,False
CUST10427,29.0,Male,Phoenix,40.15,Sports,Cash,Annually,No,4.9,8.0,False
CUST10503,56.0,Male,Miami,128.03,Toys,Credit Card,Annually,No,1.6,7.0,False
CUST10548,20.0,Male,Phoenix,66.98,Home & Kitchen,PayPal,Annually,Yes,1.1,6.0,False
CUST10134,46.0,Male,Dallas,152.49,Beauty,Credit Card,Monthly,Yes,1.7,4.0,False
CUST10015,46.0,Female,Dallas,157.4,Footwear,Bank Transfer,Monthly,No,3.0,5.0,False
CUST10068,21.0,Female,San Diego,41.07,Beauty,PayPal,Monthly,No,3.4,10.0,False
